AIRLINE,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,DISTANCE
Spirit Air Lines,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",1747.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",SPS,"Wichita Falls, TX",113.0
Southwest Airlines Co.,TUS,"Tucson, AZ",LAS,"Las Vegas, NV",365.0
SkyWest Airlines Inc.,FSD,"Sioux Falls, SD",MSP,"Minneapolis, MN",196.0
Southwest Airlines Co.,STL,"St. Louis, MO",OKC,"Oklahoma City, OK",462.0
Mesa Airlines Inc.,MCI,"Kansas City, MO",IAH,"Houston, TX",643.0
American Airlines Inc.,FLL,"Fort Lauderdale, FL",CLT,"Charlotte, NC",632.0
JetBlue Airways,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",416.0
Republic Airline,RDU,"Raleigh/Durham, NC",BNA,"Nashville, TN",442.0
Republic Airline,RDU,"Raleigh/Durham, NC",PHL,"Philadelphia, PA",337.0
United Air Lines Inc.,SAN,"San Diego, CA",IAH,"Houston, TX",1303.0
American Airlines Inc.,OGG,"Kahului, HI",PHX,"Phoenix, AZ",2845.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",EYW,"Key West, FL",646.0
Southwest Airlines Co.,BWI,"Baltimore, MD",FLL,"Fort Lauderdale, FL",925.0
Southwest Airlines Co.,ATL,"Atlanta, GA",DAL,"Dallas, TX",721.0
SkyWest Airlines Inc.,LAX,"Los Angeles, CA",PDX,"Portland, OR",834.0
SkyWest Airlines Inc.,HYS,"Hays, KS",DEN,"Denver, CO",298.0
Endeavor Air Inc.,JFK,"New York, NY",BTV,"Burlington, VT",266.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL",545.0
Allegiant Air,VPS,"Valparaiso, FL",CVG,"Cincinnati, OH",600.0
SkyWest Airlines Inc.,ROC,"Rochester, NY",ORD,"Chicago, IL",528.0
Hawaiian Airlines Inc.,SJC,"San Jose, CA",OGG,"Kahului, HI",2355.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",IND,"Indianapolis, IN",432.0
American Airlines Inc.,MCO,"Orlando, FL",MIA,"Miami, FL",192.0
Alaska Airlines Inc.,SEA,"Seattle, WA",MSY,"New Orleans, LA",2086.0
JetBlue Airways,BOS,"Boston, MA",MIA,"Miami, FL",1258.0
JetBlue Airways,SAV,"Savannah, GA",BOS,"Boston, MA",901.0
SkyWest Airlines Inc.,DTW,"Detroit, MI",ALB,"Albany, NY",489.0
JetBlue Airways,MCO,"Orlando, FL",BOS,"Boston, MA",1121.0
American Airlines Inc.,DTW,"Detroit, MI",CLT,"Charlotte, NC",500.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",414.0
Southwest Airlines Co.,SEA,"Seattle, WA",OAK,"Oakland, CA",672.0
Southwest Airlines Co.,IAH,"Houston, TX",MCO,"Orlando, FL",854.0
Southwest Airlines Co.,SAN,"San Diego, CA",DAL,"Dallas, TX",1182.0
Frontier Airlines Inc.,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",1824.0
SkyWest Airlines Inc.,RDD,"Redding, CA",SFO,"San Francisco, CA",199.0
United Air Lines Inc.,SNA,"Santa Ana, CA",DEN,"Denver, CO",846.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",ATL,"Atlanta, GA",907.0
Southwest Airlines Co.,LGB,"Long Beach, CA",OAK,"Oakland, CA",353.0
Horizon Air,ANC,"Anchorage, AK",FAI,"Fairbanks, AK",261.0
American Airlines Inc.,PDX,"Portland, OR",DFW,"Dallas/Fort Worth, TX",1616.0
Mesa Airlines Inc.,IAD,"Washington, DC",CLT,"Charlotte, NC",322.0
JetBlue Airways,BOS,"Boston, MA",PIT,"Pittsburgh, PA",496.0
ExpressJet Airlines LLC d/b/a aha!,RIC,"Richmond, VA",EWR,"Newark, NJ",277.0
Southwest Airlines Co.,OAK,"Oakland, CA",SAN,"San Diego, CA",446.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",ABI,"Abilene, TX",158.0
Republic Airline,BOS,"Boston, MA",JFK,"New York, NY",187.0
Southwest Airlines Co.,PHL,"Philadelphia, PA",STL,"St. Louis, MO",814.0
Southwest Airlines Co.,PHX,"Phoenix, AZ",BNA,"Nashville, TN",1449.0
SkyWest Airlines Inc.,DVL,"Devils Lake, ND",DEN,"Denver, CO",638.0
Spirit Air Lines,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",1299.0
SkyWest Airlines Inc.,SWO,"Stillwater, OK",DFW,"Dallas/Fort Worth, TX",225.0
Southwest Airlines Co.,IAH,"Houston, TX",DEN,"Denver, CO",862.0
American Airlines Inc.,SFO,"San Francisco, CA",MIA,"Miami, FL",2585.0
Delta Air Lines Inc.,SJC,"San Jose, CA",MSP,"Minneapolis, MN",1575.0
Delta Air Lines Inc.,SAT,"San Antonio, TX",SLC,"Salt Lake City, UT",1087.0
United Air Lines Inc.,IAH,"Houston, TX",EWR,"Newark, NJ",1400.0
American Airlines Inc.,ROC,"Rochester, NY",CLT,"Charlotte, NC",573.0
Southwest Airlines Co.,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",1947.0
Delta Air Lines Inc.,TPA,"Tampa, FL",RDU,"Raleigh/Durham, NC",587.0
United Air Lines Inc.,EWR,"Newark, NJ",LAS,"Las Vegas, NV",2227.0
Southwest Airlines Co.,FLL,"Fort Lauderdale, FL",STL,"St. Louis, MO",1057.0
Delta Air Lines Inc.,CLE,"Cleveland, OH",SLC,"Salt Lake City, UT",1565.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",BWI,"Baltimore, MD",936.0
Southwest Airlines Co.,HNL,"Honolulu, HI",OGG,"Kahului, HI",100.0
SkyWest Airlines Inc.,BUR,"Burbank, CA",SLC,"Salt Lake City, UT",574.0
SkyWest Airlines Inc.,PIR,"Pierre, SD",DEN,"Denver, CO",385.0
SkyWest Airlines Inc.,SAN,"San Diego, CA",SMF,"Sacramento, CA",480.0
SkyWest Airlines Inc.,DTW,"Detroit, MI",IAD,"Washington, DC",383.0
Delta Air Lines Inc.,SFO,"San Francisco, CA",ATL,"Atlanta, GA",2139.0
Delta Air Lines Inc.,DTW,"Detroit, MI",LAX,"Los Angeles, CA",1979.0
JetBlue Airways,SJU,"San Juan, PR",STT,"Charlotte Amalie, VI",68.0
Southwest Airlines Co.,FLL,"Fort Lauderdale, FL",MCO,"Orlando, FL",177.0
United Air Lines Inc.,DEN,"Denver, CO",LAX,"Los Angeles, CA",862.0
SkyWest Airlines Inc.,EUG,"Eugene, OR",SEA,"Seattle, WA",234.0
Southwest Airlines Co.,HOU,"Houston, TX",ATL,"Atlanta, GA",696.0
Spirit Air Lines,DFW,"Dallas/Fort Worth, TX",EWR,"Newark, NJ",1372.0
Delta Air Lines Inc.,SLC,"Salt Lake City, UT",ORD,"Chicago, IL",1250.0
SkyWest Airlines Inc.,DEN,"Denver, CO",HDN,"Hayden, CO",141.0
Alaska Airlines Inc.,SEA,"Seattle, WA",BUR,"Burbank, CA",937.0
United Air Lines Inc.,EWR,"Newark, NJ",MSY,"New Orleans, LA",1167.0
United Air Lines Inc.,IAD,"Washington, DC",MIA,"Miami, FL",921.0
JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL",LGA,"New York, NY",1035.0
Southwest Airlines Co.,ATL,"Atlanta, GA",OKC,"Oklahoma City, OK",761.0
Mesa Airlines Inc.,MLI,"Moline, IL",DFW,"Dallas/Fort Worth, TX",691.0
Republic Airline,SDF,"Louisville, KY",ORD,"Chicago, IL",286.0
American Airlines Inc.,SJU,"San Juan, PR",MIA,"Miami, FL",1045.0
Alaska Airlines Inc.,ANC,"Anchorage, AK",SEA,"Seattle, WA",1448.0
Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL",BOS,"Boston, MA",1237.0
Southwest Airlines Co.,DAL,"Dallas, TX",HOU,"Houston, TX",239.0
Southwest Airlines Co.,HOU,"Houston, TX",LAS,"Las Vegas, NV",1235.0
Allegiant Air,AZA,"Phoenix, AZ",CID,"Cedar Rapids/Iowa City, IA",1240.0
Southwest Airlines Co.,DEN,"Denver, CO",BZN,"Bozeman, MT",524.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",PHX,"Phoenix, AZ",255.0
SkyWest Airlines Inc.,DEN,"Denver, CO",DTW,"Detroit, MI",1123.0
Delta Air Lines Inc.,LAS,"Las Vegas, NV",MSP,"Minneapolis, MN",1299.0
American Airlines Inc.,SNA,"Santa Ana, CA",DFW,"Dallas/Fort Worth, TX",1205.0
Alaska Airlines Inc.,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",236.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",STL,"St. Louis, MO",448.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",ORF,"Norfolk, VA",1212.0
SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX",FSM,"Fort Smith, AR",227.0
SkyWest Airlines Inc.,MKG,"Muskegon, MI",ORD,"Chicago, IL",119.0
SkyWest Airlines Inc.,MSP,"Minneapolis, MN",BRD,"Brainerd, MN",114.0
Delta Air Lines Inc.,SLC,"Salt Lake City, UT",DTW,"Detroit, MI",1481.0
United Air Lines Inc.,SFO,"San Francisco, CA",EWR,"Newark, NJ",2565.0
Envoy Air,MLI,"Moline, IL",ORD,"Chicago, IL",139.0
Republic Airline,ORD,"Chicago, IL",PIT,"Pittsburgh, PA",413.0
Alaska Airlines Inc.,ANC,"Anchorage, AK",JNU,"Juneau, AK",571.0
SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX",ROW,"Roswell, NM",435.0
SkyWest Airlines Inc.,MDW,"Chicago, IL",MSP,"Minneapolis, MN",349.0
Frontier Airlines Inc.,DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX",641.0
Hawaiian Airlines Inc.,SAN,"San Diego, CA",OGG,"Kahului, HI",2541.0
Southwest Airlines Co.,MKE,"Milwaukee, WI",SRQ,"Sarasota/Bradenton, FL",1113.0
Alaska Airlines Inc.,LAX,"Los Angeles, CA",SEA,"Seattle, WA",954.0
Delta Air Lines Inc.,CLT,"Charlotte, NC",JFK,"New York, NY",541.0
Southwest Airlines Co.,MDW,"Chicago, IL",PHL,"Philadelphia, PA",668.0
Endeavor Air Inc.,BHM,"Birmingham, AL",LGA,"New York, NY",866.0
Southwest Airlines Co.,SMF,"Sacramento, CA",AUS,"Austin, TX",1481.0
Frontier Airlines Inc.,STL,"St. Louis, MO",MCO,"Orlando, FL",882.0
Horizon Air,SEA,"Seattle, WA",PSC,"Pasco/Kennewick/Richland, WA",172.0
Delta Air Lines Inc.,PNS,"Pensacola, FL",ATL,"Atlanta, GA",271.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",RSW,"Fort Myers, FL",515.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",PBI,"West Palm Beach/Palm Beach, FL",1102.0
Spirit Air Lines,MYR,"Myrtle Beach, SC",EWR,"Newark, NJ",550.0
Spirit Air Lines,DTW,"Detroit, MI",LGA,"New York, NY",502.0
Endeavor Air Inc.,JFK,"New York, NY",DTW,"Detroit, MI",509.0
Envoy Air,ICT,"Wichita, KS",ORD,"Chicago, IL",588.0
United Air Lines Inc.,IAD,"Washington, DC",ORF,"Norfolk, VA",157.0
Horizon Air,GTF,"Great Falls, MT",SEA,"Seattle, WA",512.0
Envoy Air,LSE,"La Crosse, WI",ORD,"Chicago, IL",215.0
Endeavor Air Inc.,JFK,"New York, NY",CVG,"Cincinnati, OH",589.0
SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR",LAX,"Los Angeles, CA",726.0
Southwest Airlines Co.,FLL,"Fort Lauderdale, FL",BNA,"Nashville, TN",793.0
Southwest Airlines Co.,ATL,"Atlanta, GA",BNA,"Nashville, TN",214.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",BNA,"Nashville, TN",631.0
Delta Air Lines Inc.,IAH,"Houston, TX",ATL,"Atlanta, GA",689.0
American Airlines Inc.,ORF,"Norfolk, VA",DFW,"Dallas/Fort Worth, TX",1212.0
United Air Lines Inc.,ORD,"Chicago, IL",PHL,"Philadelphia, PA",678.0
Hawaiian Airlines Inc.,KOA,"Kona, HI",HNL,"Honolulu, HI",163.0
SkyWest Airlines Inc.,MQT,"Marquette, MI",DTW,"Detroit, MI",349.0
Spirit Air Lines,ORD,"Chicago, IL",MCO,"Orlando, FL",1005.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",HSV,"Huntsville, AL",151.0
American Airlines Inc.,AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX",190.0
Southwest Airlines Co.,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",226.0
American Airlines Inc.,BOS,"Boston, MA",ORD,"Chicago, IL",867.0
Southwest Airlines Co.,SAT,"San Antonio, TX",MDW,"Chicago, IL",1036.0
SkyWest Airlines Inc.,IAH,"Houston, TX",CRP,"Corpus Christi, TX",201.0
SkyWest Airlines Inc.,COS,"Colorado Springs, CO",SLC,"Salt Lake City, UT",411.0
Delta Air Lines Inc.,SEA,"Seattle, WA",DTW,"Detroit, MI",1927.0
Endeavor Air Inc.,CVG,"Cincinnati, OH",LGA,"New York, NY",585.0
Alaska Airlines Inc.,SEA,"Seattle, WA",ANC,"Anchorage, AK",1448.0
Southwest Airlines Co.,MKE,"Milwaukee, WI",DCA,"Washington, DC",634.0
Endeavor Air Inc.,MOB,"Mobile, AL",ATL,"Atlanta, GA",302.0
Delta Air Lines Inc.,OKC,"Oklahoma City, OK",ATL,"Atlanta, GA",761.0
PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",CLT,"Charlotte, NC",83.0
Southwest Airlines Co.,BOS,"Boston, MA",HOU,"Houston, TX",1609.0
American Airlines Inc.,OKC,"Oklahoma City, OK",DFW,"Dallas/Fort Worth, TX",175.0
Allegiant Air,AVL,"Asheville, NC",SFB,"Sanford, FL",465.0
SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX",ASE,"Aspen, CO",701.0
American Airlines Inc.,JFK,"New York, NY",PHX,"Phoenix, AZ",2153.0
JetBlue Airways,JFK,"New York, NY",RDU,"Raleigh/Durham, NC",427.0
Southwest Airlines Co.,MCO,"Orlando, FL",BWI,"Baltimore, MD",787.0
JetBlue Airways,SEA,"Seattle, WA",JFK,"New York, NY",2422.0
PSA Airlines Inc.,BTR,"Baton Rouge, LA",DFW,"Dallas/Fort Worth, TX",383.0
American Airlines Inc.,DCA,"Washington, DC",LAX,"Los Angeles, CA",2311.0
SkyWest Airlines Inc.,DTW,"Detroit, MI",MCI,"Kansas City, MO",629.0
Delta Air Lines Inc.,MCO,"Orlando, FL",LAX,"Los Angeles, CA",2218.0
United Air Lines Inc.,SFO,"San Francisco, CA",IND,"Indianapolis, IN",1943.0
Southwest Airlines Co.,MHT,"Manchester, NH",MDW,"Chicago, IL",838.0
American Airlines Inc.,MIA,"Miami, FL",ORF,"Norfolk, VA",802.0
Republic Airline,DCA,"Washington, DC",PVD,"Providence, RI",356.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",GSP,"Greer, SC",862.0
Alaska Airlines Inc.,IAD,"Washington, DC",SEA,"Seattle, WA",2306.0
American Airlines Inc.,MSP,"Minneapolis, MN",ORD,"Chicago, IL",334.0
Republic Airline,EWR,"Newark, NJ",PIT,"Pittsburgh, PA",319.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",LBB,"Lubbock, TX",775.0
American Airlines Inc.,IND,"Indianapolis, IN",PHL,"Philadelphia, PA",588.0
Alaska Airlines Inc.,JNU,"Juneau, AK",KTN,"Ketchikan, AK",234.0
Endeavor Air Inc.,DTW,"Detroit, MI",CVG,"Cincinnati, OH",229.0
Frontier Airlines Inc.,DEN,"Denver, CO",AUS,"Austin, TX",775.0
SkyWest Airlines Inc.,DEN,"Denver, CO",SAV,"Savannah, GA",1414.0
ExpressJet Airlines LLC d/b/a aha!,BHM,"Birmingham, AL",IAH,"Houston, TX",562.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",PHX,"Phoenix, AZ",1587.0
SkyWest Airlines Inc.,CDC,"Cedar City, UT",SLC,"Salt Lake City, UT",221.0
Envoy Air,RIC,"Richmond, VA",ORD,"Chicago, IL",642.0
PSA Airlines Inc.,PVD,"Providence, RI",DCA,"Washington, DC",356.0
Southwest Airlines Co.,MSY,"New Orleans, LA",MDW,"Chicago, IL",825.0
JetBlue Airways,MSY,"New Orleans, LA",BOS,"Boston, MA",1368.0
SkyWest Airlines Inc.,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",236.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",BOI,"Boise, ID",290.0
Spirit Air Lines,MYR,"Myrtle Beach, SC",LGA,"New York, NY",563.0
Southwest Airlines Co.,HNL,"Honolulu, HI",LIH,"Lihue, HI",102.0
Endeavor Air Inc.,LGA,"New York, NY",CAE,"Columbia, SC",617.0
Southwest Airlines Co.,SAT,"San Antonio, TX",HOU,"Houston, TX",192.0
Delta Air Lines Inc.,LAX,"Los Angeles, CA",DCA,"Washington, DC",2311.0
Southwest Airlines Co.,PVD,"Providence, RI",TPA,"Tampa, FL",1136.0
United Air Lines Inc.,SFO,"San Francisco, CA",PHL,"Philadelphia, PA",2521.0
United Air Lines Inc.,SFO,"San Francisco, CA",SNA,"Santa Ana, CA",372.0
Delta Air Lines Inc.,MSY,"New Orleans, LA",ATL,"Atlanta, GA",425.0
SkyWest Airlines Inc.,SFO,"San Francisco, CA",PDX,"Portland, OR",550.0
SkyWest Airlines Inc.,SAN,"San Diego, CA",LAX,"Los Angeles, CA",109.0
American Airlines Inc.,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",1055.0
Spirit Air Lines,LAX,"Los Angeles, CA",BWI,"Baltimore, MD",2329.0
Envoy Air,SPS,"Wichita Falls, TX",DFW,"Dallas/Fort Worth, TX",113.0
Southwest Airlines Co.,ATL,"Atlanta, GA",MSP,"Minneapolis, MN",907.0
Horizon Air,PDX,"Portland, OR",GEG,"Spokane, WA",279.0
Spirit Air Lines,MCO,"Orlando, FL",CAK,"Akron, OH",861.0
Republic Airline,IND,"Indianapolis, IN",EWR,"Newark, NJ",645.0
American Airlines Inc.,CLT,"Charlotte, NC",SYR,"Syracuse, NY",603.0
Spirit Air Lines,FLL,"Fort Lauderdale, FL",BDL,"Hartford, CT",1173.0
Delta Air Lines Inc.,DTW,"Detroit, MI",TVC,"Traverse City, MI",207.0
Southwest Airlines Co.,DEN,"Denver, CO",LGA,"New York, NY",1620.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",LGA,"New York, NY",733.0
Southwest Airlines Co.,ECP,"Panama City, FL",BWI,"Baltimore, MD",798.0
Envoy Air,MIA,"Miami, FL",CVG,"Cincinnati, OH",948.0
Southwest Airlines Co.,HOU,"Houston, TX",IND,"Indianapolis, IN",861.0
JetBlue Airways,BOS,"Boston, MA",EWR,"Newark, NJ",200.0
Alaska Airlines Inc.,ANC,"Anchorage, AK",OME,"Nome, AK",539.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",FAT,"Fresno, CA",501.0
PSA Airlines Inc.,BHM,"Birmingham, AL",DFW,"Dallas/Fort Worth, TX",597.0
Frontier Airlines Inc.,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",1916.0
Southwest Airlines Co.,LGA,"New York, NY",DAL,"Dallas, TX",1381.0
Southwest Airlines Co.,DCA,"Washington, DC",OKC,"Oklahoma City, OK",1158.0
Alaska Airlines Inc.,SEA,"Seattle, WA",TPA,"Tampa, FL",2520.0
JetBlue Airways,BOS,"Boston, MA",SRQ,"Sarasota/Bradenton, FL",1220.0
American Airlines Inc.,PHX,"Phoenix, AZ",SNA,"Santa Ana, CA",338.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",VPS,"Valparaiso, FL",250.0
SkyWest Airlines Inc.,DEN,"Denver, CO",OKC,"Oklahoma City, OK",495.0
PSA Airlines Inc.,STL,"St. Louis, MO",DCA,"Washington, DC",719.0
American Airlines Inc.,DEN,"Denver, CO",PHX,"Phoenix, AZ",602.0
Southwest Airlines Co.,LAX,"Los Angeles, CA",MCI,"Kansas City, MO",1363.0
Republic Airline,AVL,"Asheville, NC",CLT,"Charlotte, NC",91.0
American Airlines Inc.,MCI,"Kansas City, MO",CLT,"Charlotte, NC",808.0
Southwest Airlines Co.,MCO,"Orlando, FL",ATL,"Atlanta, GA",404.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",TLH,"Tallahassee, FL",767.0
PSA Airlines Inc.,CLT,"Charlotte, NC",BHM,"Birmingham, AL",350.0
Southwest Airlines Co.,OAK,"Oakland, CA",BUR,"Burbank, CA",325.0
Horizon Air,SNA,"Santa Ana, CA",PDX,"Portland, OR",859.0
American Airlines Inc.,PHL,"Philadelphia, PA",EYW,"Key West, FL",1121.0
Southwest Airlines Co.,BOS,"Boston, MA",BNA,"Nashville, TN",942.0
Southwest Airlines Co.,LAX,"Los Angeles, CA",DAL,"Dallas, TX",1246.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",RSW,"Fort Myers, FL",1416.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",1121.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",TPA,"Tampa, FL",406.0
Delta Air Lines Inc.,SAN,"San Diego, CA",SEA,"Seattle, WA",1050.0
Southwest Airlines Co.,KOA,"Kona, HI",SJC,"San Jose, CA",2384.0
Envoy Air,CVG,"Cincinnati, OH",DCA,"Washington, DC",411.0
Southwest Airlines Co.,HOU,"Houston, TX",ELP,"El Paso, TX",677.0
Southwest Airlines Co.,HOU,"Houston, TX",MDW,"Chicago, IL",937.0
United Air Lines Inc.,ORD,"Chicago, IL",ANC,"Anchorage, AK",2846.0
Southwest Airlines Co.,LGB,"Long Beach, CA",PHX,"Phoenix, AZ",355.0
Republic Airline,IAH,"Houston, TX",IND,"Indianapolis, IN",844.0
SkyWest Airlines Inc.,GTF,"Great Falls, MT",SLC,"Salt Lake City, UT",463.0
American Airlines Inc.,SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX",1660.0
Endeavor Air Inc.,JAX,"Jacksonville, FL",LGA,"New York, NY",833.0
United Air Lines Inc.,ORD,"Chicago, IL",DEN,"Denver, CO",888.0
JetBlue Airways,BOS,"Boston, MA",SFO,"San Francisco, CA",2704.0
Southwest Airlines Co.,ATL,"Atlanta, GA",STL,"St. Louis, MO",484.0
ExpressJet Airlines LLC d/b/a aha!,ORD,"Chicago, IL",LNK,"Lincoln, NE",466.0
United Air Lines Inc.,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",2556.0
Endeavor Air Inc.,LGA,"New York, NY",ALB,"Albany, NY",136.0
Allegiant Air,SBN,"South Bend, IN",PGD,"Punta Gorda, FL",1049.0
United Air Lines Inc.,EWR,"Newark, NJ",BNA,"Nashville, TN",748.0
SkyWest Airlines Inc.,SBA,"Santa Barbara, CA",LAX,"Los Angeles, CA",89.0
Alaska Airlines Inc.,SFO,"San Francisco, CA",JFK,"New York, NY",2586.0
SkyWest Airlines Inc.,RAP,"Rapid City, SD",MSP,"Minneapolis, MN",489.0
Delta Air Lines Inc.,SEA,"Seattle, WA",SLC,"Salt Lake City, UT",689.0
Delta Air Lines Inc.,SFO,"San Francisco, CA",SLC,"Salt Lake City, UT",599.0
American Airlines Inc.,BOS,"Boston, MA",LAX,"Los Angeles, CA",2611.0
Southwest Airlines Co.,AMA,"Amarillo, TX",AUS,"Austin, TX",418.0
Alaska Airlines Inc.,TUS,"Tucson, AZ",SEA,"Seattle, WA",1216.0
Envoy Air,LGA,"New York, NY",CVG,"Cincinnati, OH",585.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",FAT,"Fresno, CA",259.0
Republic Airline,PHL,"Philadelphia, PA",CMH,"Columbus, OH",406.0
PSA Airlines Inc.,ATL,"Atlanta, GA",CLT,"Charlotte, NC",226.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",SMF,"Sacramento, CA",532.0
United Air Lines Inc.,BNA,"Nashville, TN",IAD,"Washington, DC",542.0
Southwest Airlines Co.,SAN,"San Diego, CA",LIH,"Lihue, HI",2676.0
SkyWest Airlines Inc.,LAX,"Los Angeles, CA",SMF,"Sacramento, CA",373.0
American Airlines Inc.,PIT,"Pittsburgh, PA",PHL,"Philadelphia, PA",268.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT",368.0
Envoy Air,STL,"St. Louis, MO",AUS,"Austin, TX",721.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",SLC,"Salt Lake City, UT",1590.0
SkyWest Airlines Inc.,JMS,"Jamestown, ND",DVL,"Devils Lake, ND",83.0
Allegiant Air,SFB,"Sanford, FL",PSM,"Portsmouth, NH",1144.0
American Airlines Inc.,ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX",569.0
Southwest Airlines Co.,BWI,"Baltimore, MD",SAV,"Savannah, GA",549.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",PDX,"Portland, OR",1426.0
Southwest Airlines Co.,TUL,"Tulsa, OK",HOU,"Houston, TX",453.0
Envoy Air,ORD,"Chicago, IL",CID,"Cedar Rapids/Iowa City, IA",196.0
American Airlines Inc.,PHX,"Phoenix, AZ",ORD,"Chicago, IL",1440.0
American Airlines Inc.,EWR,"Newark, NJ",CLT,"Charlotte, NC",529.0
Alaska Airlines Inc.,SEA,"Seattle, WA",SFO,"San Francisco, CA",679.0
American Airlines Inc.,PHX,"Phoenix, AZ",DFW,"Dallas/Fort Worth, TX",868.0
Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL",AVL,"Asheville, NC",620.0
American Airlines Inc.,BWI,"Baltimore, MD",DFW,"Dallas/Fort Worth, TX",1217.0
United Air Lines Inc.,OGG,"Kahului, HI",LAX,"Los Angeles, CA",2486.0
United Air Lines Inc.,MCO,"Orlando, FL",EWR,"Newark, NJ",937.0
SkyWest Airlines Inc.,MSN,"Madison, WI",DTW,"Detroit, MI",311.0
Endeavor Air Inc.,MSP,"Minneapolis, MN",CMH,"Columbus, OH",626.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",SLC,"Salt Lake City, UT",1250.0
American Airlines Inc.,PHX,"Phoenix, AZ",SEA,"Seattle, WA",1107.0
American Airlines Inc.,ATL,"Atlanta, GA",MIA,"Miami, FL",594.0
American Airlines Inc.,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",1121.0
American Airlines Inc.,PHL,"Philadelphia, PA",BOS,"Boston, MA",280.0
Southwest Airlines Co.,DAL,"Dallas, TX",TPA,"Tampa, FL",917.0
Southwest Airlines Co.,CMH,"Columbus, OH",BWI,"Baltimore, MD",337.0
Southwest Airlines Co.,MKE,"Milwaukee, WI",STL,"St. Louis, MO",317.0
Southwest Airlines Co.,DAL,"Dallas, TX",PNS,"Pensacola, FL",592.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",CLE,"Cleveland, OH",554.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",MYR,"Myrtle Beach, SC",317.0
American Airlines Inc.,EWR,"Newark, NJ",MIA,"Miami, FL",1085.0
Delta Air Lines Inc.,DEN,"Denver, CO",JFK,"New York, NY",1626.0
Delta Air Lines Inc.,DTW,"Detroit, MI",DCA,"Washington, DC",405.0
Southwest Airlines Co.,PHX,"Phoenix, AZ",ABQ,"Albuquerque, NM",328.0
JetBlue Airways,JFK,"New York, NY",MCO,"Orlando, FL",944.0
Republic Airline,ORD,"Chicago, IL",XNA,"Fayetteville, AR",522.0
